# Results for "element" with Id # 2768 for search config "initial" at position: x0: 9; y0: 8; z0: 0
# time VELOCITY_X VELOCITY_Y MESH_DISPLACEMENT_X MESH_DISPLACEMENT_Y MESH_VELOCITY_X MESH_VELOCITY_Y
0.02 51.682662368321054 -1.2064781848479 1.8532033784369463e-16 -9.187641689285543e-17 1.754512074259831e-14 -8.698358995773295e-15
0.04 51.91589862373969 -1.5701586411073698 -1.617772013816375e-05 -6.783403794073733e-07 -0.0015316184746511068 -6.422157436587191e-05
0.06 52.0561424427038 -1.8746429496974994 -3.925877848635376e-06 -4.331719952697979e-05 0.002426468393282245 -0.0039837087653455975
0.08 52.14305249385558 -2.2171709847426073 -4.77506608007239e-06 -0.00015105394536053958 -0.0019594531648777693 -0.006900364008819052
0.1 52.198124793693175 -2.640991749404537 1.487549108192466e-05 -0.00030570653686872996 0.0032469567242788674 -0.008605446558333035
0.12000000000000001 52.27451262282774 -3.176876624068991 7.008399517981959e-05 -0.0004557252164881251 0.002763345417009253 -0.00659526704079489
0.14 52.42524602402463 -3.8346468678320775 0.00012238595827985383 -0.0005749698364160995 0.002341039530217626 -0.005242503873030664
0.16 52.69676042741787 -4.635260070805463 0.0001452210243339255 -0.000690078136982328 7.74898777054587e-05 -0.006162174549591852
0.18 53.13413277279175 -5.5932960801934675 0.00025785820286501225 -0.0008870421933488318 0.010442136248465196 -0.0132157375522175
0.19999999999999998 53.776411489414144 -6.6882693288325 0.0005802061490460597 -0.0013194155099894018 0.021916272495815826 -0.029577624285689663
0.21999999999999997 54.65491000771623 -7.853006745498666 0.001066630339736577 -0.002141445485547752 0.027051790327569207 -0.052374403049950925
0.23999999999999996 55.797599499855465 -8.9832388520686 0.0016614856015918142 -0.0034042994837249633 0.03234353704457573 -0.07403750844957951
0.25999999999999995 57.22727914924136 -9.953378643980614 0.0024139084037612057 -0.004975034454837326 0.042639789431760604 -0.08368049256352425
0.27999999999999997 58.93559302265871 -10.63170652984564 0.0031989995080053063 -0.006412406619927988 0.03683949044271319 -0.06167578085981779
0.3 60.84220805362945 -10.898879101320304 0.003545629127004685 -0.0069613346518535655 -0.0006372699512639558 0.004692302254009765
0.32 62.77473365134544 -10.694978374415705 0.0029649165889097484 -0.005780106671320326 -0.056769432154345455 0.11166893380314086
0.34 64.50254721186367 -10.062017416752553 0.001230356675463184 -0.002157986536369423 -0.11664228335989316 0.24926133324691857
0.36000000000000004 65.85239099067255 -9.17493516694663 -0.0017050817711972512 0.004307465207684706 -0.17689146185378518 0.39703176353477215
0.38000000000000006 66.83093018634607 -8.27235876842697 -0.005717193688632634 0.013426493913833862 -0.2250048906720955 0.5165247336223393
0.4000000000000001 67.64389759577568 -7.485347373889082 -0.010328449962627145 0.02412095082822372 -0.23792885396743643 0.5569548374104414
0.4200000000000001 68.54552268112498 -6.744084683431671 -0.014641751088760136 0.034311790791551444 -0.196032852361537 0.4683773651751943
0.4400000000000001 69.63785325623442 -5.836713216945887 -0.017535717862173967 0.041152453162261224 -0.09597739588727262 0.2229496466844394
0.46000000000000013 70.77776506822357 -4.56382511248631 -0.01794865424892141 0.041750989523968135 0.0526073759502044 -0.15732600781066722
