# Results for "node" with Id # 577 for search config "initial" at position: x0: 9.5; y0: 6.03; z0: 0
# time MESH_DISPLACEMENT_X MESH_DISPLACEMENT_Y MESH_VELOCITY_X MESH_VELOCITY_Y
0.02 1.4886678924390983e-16 -1.5802403303587685e-16 1.4093897206524008e-14 -1.4960855198662897e-14
0.04 -2.1078473017250976e-05 1.4877421285227545e-06 -0.0019955950785820542 0.00014085132580463454
0.06 1.4813446509876011e-05 -3.976621547928863e-05 0.0050482551755365425 -0.00402217334027201
0.08 9.056541866044023e-06 -0.00016389758061449085 -0.004553497510591324 -0.008437774198990545
0.1 1.0169382473214785e-05 -0.0003518640326152976 0.0034091708548268304 -0.010480634879669281
0.12000000000000001 1.0419920760875032e-05 -0.0005579234075050134 -0.00230111090253409 -0.010224197173895468
0.14 1.0098379100377887e-05 -0.0007269819268815456 0.0014651496979726406 -0.006833247425033179
0.16 8.634715690082074e-06 -0.0008725526241784467 -0.0010568496568850402 -0.0074599321975126085
0.18 1.019649108779767e-05 -0.0011683749563061005 0.0008265565389034568 -0.02143729774826122
0.19999999999999998 1.9269939104761926e-05 -0.0018640596566896262 0.00031227581638596674 -0.047616092702872016
0.21999999999999997 3.2855314091638653e-05 -0.0031059040022611583 0.0009249959933098781 -0.07654255543840897
0.23999999999999996 4.890406660307003e-05 -0.0049174135447002595 0.0007542648186100523 -0.1046603338998852
0.25999999999999995 6.9567451668563e-05 -0.0071798094382019995 0.0012556696475408268 -0.12216335194984092
0.27999999999999997 9.129674418536858e-05 -0.009312603849926862 0.000975333541813833 -0.09356335944165277
0.3 0.00010029880427748673 -0.010157633310850381 -4.786027099707464e-05 0.005697554096137725
0.32 8.349721072324039e-05 -0.008447744167275173 -0.001608864087141295 0.16287430899794766
0.34 3.0135224675222964e-05 -0.0032348610434713054 -0.003703193691400539 0.3569430897445291
0.36000000000000004 -7.791043226526231e-05 0.005959690216374214 -0.0070376500777219585 0.5622477466173958
0.38000000000000006 -0.0002657890396113179 0.018829068614646324 -0.01169190260517636 0.7270352552064359
0.4000000000000001 -0.0005412455252576792 0.0338370491950693 -0.015893769655476484 0.7794949517635037
0.4200000000000001 -0.0008573639321939753 0.048062914210818354 -0.015941722772874645 0.6517926263171803
0.4400000000000001 -0.0011003423786388764 0.05759824401759238 -0.008709707178000377 0.3115220493801298
0.46000000000000013 -0.0011328944662587661 0.058532475715027496 0.005169017364314121 -0.21033032716371317
0.48000000000000015 -0.000877850216677947 0.04787671160454276 0.020334403161126585 -0.8505311233955369
0.5000000000000001 -0.00038442466788091883 0.023297174508040086 0.02935409794614977 -1.6023242573785368
0.5200000000000001 9.084745836912642e-05 -0.01811336171945176 0.019167009669197474 -2.5301046635302065
0.5400000000000001 -0.00010150636942102764 -0.07919052542801636 -0.036114315377500365 -3.573277082088486
0.5600000000000002 -0.0019965866498966663 -0.15852948389393073 -0.15063359688672434 -4.375268833347945
0.5800000000000002 -0.006283503694263255 -0.2469246066445828 -0.2780241286679678 -4.49874729693744
0.6000000000000002 -0.012395444817282041 -0.3304721492811314 -0.33702537562572316 -3.888644924915509
0.6200000000000002 -0.01886140175607619 -0.39893516922612415 -0.31326198132644617 -2.967020685097753
0.6400000000000002 -0.024625524604440188 -0.4507319767719248 -0.26367970012974445 -2.201536298841001
0.6600000000000003 -0.029452794663700675 -0.48954815942110863 -0.21865840137878306 -1.6697191278774632
0.6800000000000003 -0.03322618772815012 -0.5179961268450076 -0.15956943734282256 -1.1755505885337951
0.7000000000000003 -0.03571020695768748 -0.5368277819542577 -0.0892424891505408 -0.7061059589612483
0.7200000000000003 -0.03738888856727314 -0.5503529276268084 -0.07534880009658726 -0.6249448983947231
0.7400000000000003 -0.04000352459606098 -0.569770191040287 -0.18025171191119888 -1.280696058040943
0.7600000000000003 -0.04585110963618063 -0.608254649288985 -0.3995384732810339 -2.542671023954367
0.7800000000000004 -0.05665576540717061 -0.6717164002153593 -0.6787958371332611 -3.8095006781838965
0.8000000000000004 -0.07254385676598943 -0.7538295492685821 -0.9130760785564296 -4.436315887300761
0.8200000000000004 -0.09129418363260028 -0.8390175688085544 -0.9711050472440744 -4.126543693092878
0.8400000000000004 -0.1088147489597783 -0.9102526751736184 -0.7920029955834605 -3.0301973336110706
0.8600000000000004 -0.12097096404719494 -0.9555554665093969 -0.43108290056940024 -1.5153167523902118
0.8800000000000004 -0.12498406762972245 -0.9688157500607519 0.02621726045629531 0.18279062791223188
0.9000000000000005 -0.11939641556630973 -0.9464532068789318 0.5307783397002857 2.0458117354485017
0.9200000000000005 -0.10418043303153639 -0.8862005979635733 0.9936096166994889 3.9774996375957885
0.9400000000000005 -0.08194853508089954 -0.7909312936700237 1.2410012335187077 5.569050859637966
0.9600000000000005 -0.05816550476142449 -0.673548981032974 1.1532957467187455 6.2173342051519995
0.9800000000000005 -0.03859576545405807 -0.5567930589959574 0.8138406145002023 5.521808791009099
1.0000000000000004 -0.026128632828523388 -0.46551862591390253 0.43267808171459277 3.655597878371877
1.0200000000000005 -0.020303117130013825 -0.4152150123574761 0.14468154257826088 1.3850183704610406
1.0400000000000005 -0.019153814529147113 -0.4046151982929002 -0.03457019139262082 -0.35731455742728896
1.0600000000000005 -0.02054281809677851 -0.41801145626865693 -0.1090205173462324 -1.0341746867137767
1.0800000000000005 -0.022424019440559294 -0.43568262525210605 -0.08354770553707329 -0.7727546114933014
1.1000000000000005 -0.02352114202747985 -0.4461204169641097 -0.026811118391356744 -0.274399079201768
1.1200000000000006 -0.024468553938527572 -0.4547945077108157 -0.0625657976680606 -0.5487042036533543
1.1400000000000006 -0.028053782465686 -0.48424718802631034 -0.2867016810766992 -2.3232516454966903
1.1600000000000006 -0.03839566950346916 -0.5589215327112019 -0.7370750098903547 -5.105810241188348
1.1800000000000006 -0.05923332944951406 -0.6810934418867227 -1.340674988846437 -7.161841011966153
1.2000000000000006 -0.08906123349985075 -0.8197888661550009 -1.6596306576028825 -6.82943585206191
1.2200000000000006 -0.11589991367715227 -0.9229669788003667 -1.0709150585856253 -3.619786773593814
1.2400000000000007 -0.12126949031752936 -0.9395544388530404 0.49089050846086235 1.865868272904537
1.2600000000000007 -0.09462410410348449 -0.8354441024395967 2.1774002260001653 8.504124666519967
1.2800000000000007 -0.04655455340340235 -0.6016678690203007 2.6944016568691156 14.897531631263613
1.3000000000000007 -0.007156691338404951 -0.2628581164113564 1.334735403645557 19.10063970337769
1.3200000000000007 -0.004223813179612192 0.11108506196383873 -1.0084616914165943 18.53274786090081
1.3400000000000007 -0.03214349655789369 0.4104708181648348 -1.8748250198706786 11.698540571403903
1.3600000000000008 -0.0508360269298201 0.5327641114373322 -0.11909137850929967 0.6922880945815941
1.3800000000000008 -0.0346410511077763 0.437673363796163 1.7626659676174605 -10.24558408509679
1.4000000000000008 -0.0061229004088898245 0.16395570212508334 1.219530094147552 -17.331783375436867
1.4200000000000008 -0.0032682241922795015 -0.192871088833612 -0.8791579129396394 -18.625331997184535
1.4400000000000008 -0.03401536283048501 -0.5251113685612331 -2.250211525461906 -14.81706408634746
1.4600000000000009 -0.07477583246180125 -0.7577119366293611 -1.9085138064246867 -8.527948381202654
1.4800000000000009 -0.10075509243812264 -0.8716257309691023 -0.716568997807576 -2.8100605686299476
1.5000000000000009 -0.10756250279474018 -0.8969965961392353 0.06566348227587246 0.4006596099910563
1.520000000000001 -0.10500619396956629 -0.8815992057154933 0.21794335440635848 1.2405189641647048
1.540000000000001 -0.09985604515003732 -0.8516999966224518 0.2943456525425086 1.743018549207659
