# Results for "node" with Id # 604 for search config "initial" at position: x0: 9.5; y0: 6.03; z0: 0
# time DISPLACEMENT_X DISPLACEMENT_Y DISPLACEMENT_Z
0.005 1.4164565191912201e-16 -5.043921220647363e-17 0.0
0.01 -1.501294967732796e-10 -4.552919472595361e-12 0.0
0.015 1.7779222524832174e-10 -7.800753118554105e-12 0.0
0.02 9.76471638892367e-11 -3.765312004360679e-11 0.0
0.025 5.3977005473718944e-11 -1.0299903569619669e-10 0.0
0.030000000000000002 1.171752060209225e-10 -2.0905381087744045e-10 0.0
0.035 1.0091341261063713e-10 -3.900951112169304e-10 0.0
0.04 1.2734467358314625e-10 -7.913618396260992e-10 0.0
0.045 1.4749129083177788e-10 -1.6528048628530575e-09 0.0
0.049999999999999996 1.7942352192725915e-10 -3.1761790189211342e-09 0.0
0.05499999999999999 2.2431808075998768e-10 -5.467651440027306e-09 0.0
0.05999999999999999 2.683446809851654e-10 -8.619629388374378e-09 0.0
0.06499999999999999 3.2165260992514653e-10 -1.2817021719681858e-08 0.0
0.06999999999999999 3.8851407229228e-10 -1.832297352044327e-08 0.0
0.075 4.771957326202654e-10 -2.528313658959866e-08 0.0
0.08 5.819779845163817e-10 -3.355003557388946e-08 0.0
0.085 6.877625289748004e-10 -4.274905646566112e-08 0.0
0.09000000000000001 7.84763840674594e-10 -5.244676483804018e-08 0.0
0.09500000000000001 8.649278639317136e-10 -6.220165900065674e-08 0.0
0.10000000000000002 9.108042022461484e-10 -7.144101632758261e-08 0.0
0.10500000000000002 8.851506703839541e-10 -7.932278395593176e-08 0.0
0.11000000000000003 7.401335706572925e-10 -8.506546011393102e-08 0.0
0.11500000000000003 4.4801927237919884e-10 -8.865731812766436e-08 0.0
0.12000000000000004 2.0287394663764814e-11 -9.11600593133694e-08 0.0
0.12500000000000003 -4.949878580971359e-10 -9.474856478950517e-08 0.0
0.13000000000000003 -1.0126178124968514e-09 -1.0252857205804895e-07 0.0
0.13500000000000004 -1.4500484914918222e-09 -1.176839449844038e-07 0.0
0.14000000000000004 -1.7696195903488855e-09 -1.4278750669184346e-07 0.0
0.14500000000000005 -1.9462021881748568e-09 -1.8035316122944032e-07 0.0
0.15000000000000005 -1.923821696612548e-09 -2.335863935230286e-07 0.0
0.15500000000000005 -1.6275917544353502e-09 -3.062023347266713e-07 0.0
0.16000000000000006 -1.0015304609510901e-09 -4.0182019328276024e-07 0.0
0.16500000000000006 -2.2645787362012343e-11 -5.238986551437855e-07 0.0
0.17000000000000007 1.3252728353957849e-09 -6.762494395281014e-07 0.0
0.17500000000000007 3.0660931442851004e-09 -8.633922636839112e-07 0.0
0.18000000000000008 5.2208440908688285e-09 -1.0905316749774772e-06 0.0
0.18500000000000008 7.797938682484479e-09 -1.3634137825428875e-06 0.0
0.19000000000000009 1.0774097207092474e-08 -1.6879454498070737e-06 0.0
0.1950000000000001 1.4111549890691721e-08 -2.070709525056237e-06 0.0
0.2000000000000001 1.7892642728147458e-08 -2.5213618006894785e-06 0.0
0.2050000000000001 2.2436148289666667e-08 -3.0539486039853745e-06 0.0
0.2100000000000001 2.8180073222450858e-08 -3.684194661466937e-06 0.0
0.2150000000000001 3.543709250118233e-08 -4.42469133422316e-06 0.0
0.2200000000000001 4.4279172184119165e-08 -5.2823746229460715e-06 0.0
0.22500000000000012 5.460621139105669e-08 -6.2599330595603315e-06 0.0
0.23000000000000012 6.630061342251793e-08 -7.358714048920997e-06 0.0
0.23500000000000013 7.928982998424315e-08 -8.58011781659179e-06 0.0
0.24000000000000013 9.353164025323962e-08 -9.925440257107962e-06 0.0
0.24500000000000013 1.090571232154346e-07 -1.1396281653880236e-05 0.0
0.2500000000000001 1.260432050102251e-07 -1.299493311288773e-05 0.0
0.2550000000000001 1.4478090454641508e-07 -1.4722995222378611e-05 0.0
0.2600000000000001 1.6545769745311933e-07 -1.65759301477155e-05 0.0
0.2650000000000001 1.8796685803031565e-07 -1.8538480441228093e-05 0.0
0.27000000000000013 2.1190147218691495e-07 -2.0584466687930865e-05 0.0
0.27500000000000013 2.3665870832234583e-07 -2.2678902352442267e-05 0.0
0.28000000000000014 2.6153538766679677e-07 -2.4780490210251288e-05 0.0
0.28500000000000014 2.8587035915794537e-07 -2.6846853646147666e-05 0.0
0.29000000000000015 3.0908698296910954e-07 -2.8833720869978266e-05 0.0
0.29500000000000015 3.309239901359362e-07 -3.0697137360669735e-05 0.0
0.30000000000000016 3.514226152817924e-07 -3.239398040737752e-05 0.0
0.30500000000000016 3.7046734768149345e-07 -3.3873192781394234e-05 0.0
0.31000000000000016 3.8742482727103953e-07 -3.506711394975855e-05 0.0
0.31500000000000017 4.01274783993029e-07 -3.589308553064348e-05 0.0
0.3200000000000002 4.1081664232889396e-07 -3.626176779091344e-05 0.0
0.3250000000000002 4.1481888676166424e-07 -3.608472574864141e-05 0.0
0.3300000000000002 4.1228281251964335e-07 -3.5277841123640534e-05 0.0
0.3350000000000002 4.026433729463406e-07 -3.375811823454255e-05 0.0
0.3400000000000002 3.8531754816150775e-07 -3.143758788946515e-05 0.0
0.3450000000000002 3.5919529147296954e-07 -2.8221336017039334e-05 0.0
0.3500000000000002 3.2282155246420544e-07 -2.4014903415495527e-05 0.0
0.3550000000000002 2.7430530787534745e-07 -1.874095659239092e-05 0.0
0.3600000000000002 2.1186396162316424e-07 -1.2358136908380136e-05 0.0
0.3650000000000002 1.349408842539178e-07 -4.872358215292377e-06 0.0
0.3700000000000002 4.417480843734187e-08 3.6733802682608525e-06 0.0
0.3750000000000002 -5.9416016900024565e-08 1.3217788803014345e-05 0.0
0.3800000000000002 -1.7451924932440163e-07 2.368695078638091e-05 0.0
0.38500000000000023 -2.9905894960000355e-07 3.499304902998472e-05 0.0
0.39000000000000024 -4.3025064947918046e-07 4.703831792084541e-05 0.0
0.39500000000000024 -5.651859109981279e-07 5.97167823389844e-05 0.0
0.40000000000000024 -7.010293656469303e-07 7.290811063127563e-05 0.0
0.40500000000000025 -8.349346798909528e-07 8.64716013442572e-05 0.0
0.41000000000000025 -9.640250173332132e-07 0.00010024691307085901 0.0
0.41500000000000026 -1.0861177927071715e-06 0.00011408404527568682 0.0
0.42000000000000026 -1.2003079994191973e-06 0.00012786670958496197 0.0
0.42500000000000027 -1.3075389562155606e-06 0.00014153115850845893 0.0
0.43000000000000027 -1.4102277391967918e-06 0.00015507894026575695 0.0
0.4350000000000003 -1.5104688253138095e-06 0.00016856580206051772 0.0
0.4400000000000003 -1.610427224291406e-06 0.00018210824519219857 0.0
0.4450000000000003 -1.7140473331897403e-06 0.00019590830781549443 0.0
0.4500000000000003 -1.8259841142686098e-06 0.00021023805139006602 0.0
0.4550000000000003 -1.949780851005052e-06 0.00022541075591395922 0.0
0.4600000000000003 -2.0873265343934902e-06 0.0002417654587449191 0.0
0.4650000000000003 -2.23983126270322e-06 0.0002596792483773181 0.0
0.4700000000000003 -2.4097457838026973e-06 0.00027959702184560294 0.0
0.4750000000000003 -2.6025440335242016e-06 0.0003020614821230793 0.0
0.4800000000000003 -2.827378103589352e-06 0.0003277256404307645 0.0
0.4850000000000003 -3.0963956859196093e-06 0.0003573291840226693 0.0
0.4900000000000003 -3.4230069029787948e-06 0.0003916470595840104 0.0
0.49500000000000033 -3.8198511917957774e-06 0.00043142238126745624 0.0
0.5000000000000003 -4.296661178531891e-06 0.00047728761447411456 0.0
0.5050000000000003 -4.859053134150401e-06 0.0005297010612921402 0.0
0.5100000000000003 -5.508041115795539e-06 0.0005889037393669027 0.0
0.5150000000000003 -6.24036481710469e-06 0.0006549066899719042 0.0
0.5200000000000004 -7.049916367346152e-06 0.0007275231761342784 0.0
0.5250000000000004 -7.930241592454902e-06 0.0008064389494012004 0.0
0.5300000000000004 -8.876311758728323e-06 0.0008912689238078798 0.0
0.5350000000000004 -9.885061755819779e-06 0.0009815781116142845 0.0
0.5400000000000004 -1.0954526211725156e-05 0.0010768587291075896 0.0
0.5450000000000004 -1.2080355762921805e-05 0.0011764357712643202 0.0
0.5500000000000004 -1.3252815783777708e-05 0.0012793688118939925 0.0
0.5550000000000004 -1.4454084756789456e-05 0.0013843601743404664 0.0
0.5600000000000004 -1.5658117339171564e-05 0.0014897240526364438 0.0
0.5650000000000004 -1.6833469943725183e-05 0.0015934477591495611 0.0
0.5700000000000004 -1.79471260561754e-05 0.0016932811377310775 0.0
0.5750000000000004 -1.89716208357241e-05 0.00178695481649123 0.0
0.5800000000000004 -1.9888362916047403e-05 0.0018724270594515724 0.0
0.5850000000000004 -2.06839359249498e-05 0.0019479266255808965 0.0
0.5900000000000004 -2.134745046612225e-05 0.0020118898467593586 0.0
