# Results for "node" with Id # 604 for search config "initial" at position: x0: 9.5; y0: 6.03; z0: 0
# time DISPLACEMENT_X DISPLACEMENT_Y DISPLACEMENT_Z
0.005 1.4164565191912201e-16 -5.043921220647363e-17 0.0
0.01 -1.490613617662987e-10 -4.63051151835891e-12 0.0
0.015 1.7782968959998493e-10 -8.103510018007336e-12 0.0
0.02 9.830330454820336e-11 -3.858150538887098e-11 0.0
0.025 5.4967140072669e-11 -1.0569481143256901e-10 0.0
0.030000000000000002 1.1832340499118497e-10 -2.1545295205234103e-10 0.0
0.035 1.0245318173190299e-10 -4.026563742726217e-10 0.0
0.04 1.2930114217133532e-10 -8.130295728246561e-10 0.0
0.045 1.4992889221306836e-10 -1.6864186965430197e-09 0.0
0.049999999999999996 1.8236085330934417e-10 -3.225460675009946e-09 0.0
0.05499999999999999 2.2785603351983414e-10 -5.539417138514163e-09 0.0
0.05999999999999999 2.726731912493043e-10 -8.72398447741092e-09 0.0
0.06499999999999999 3.2691301130370885e-10 -1.2964505556536898e-08 0.0
0.06999999999999999 3.948291244454678e-10 -1.8523615527646953e-08 0.0
0.075 4.847134998331626e-10 -2.554721662475215e-08 0.0
0.08 5.908572843021369e-10 -3.388747394904357e-08 0.0
0.085 6.981716145264944e-10 -4.316766893622103e-08 0.0
0.09000000000000001 7.967813161808066e-10 -5.2949495630267954e-08 0.0
0.09500000000000001 8.785055230433478e-10 -6.278465587274176e-08 0.0
0.10000000000000002 9.25802347587688e-10 -7.209510510876366e-08 0.0
0.10500000000000002 9.014826488636135e-10 -8.003324931649253e-08 0.0
0.11000000000000003 7.576563255343519e-10 -8.580775076751892e-08 0.0
0.11500000000000003 4.663904811906249e-10 -8.939341339128598e-08 0.0
0.12000000000000004 3.9043779838362613e-11 -9.183141423202737e-08 0.0
0.12500000000000003 -4.767218363515127e-10 -9.526690948929147e-08 0.0
0.13000000000000003 -9.960981575312277e-10 -1.0277129232029009e-07 0.0
0.13500000000000004 -1.436906463766039e-09 -1.1749101200164467e-07 0.0
0.14000000000000004 -1.7619315703488393e-09 -1.4196166401511963e-07 0.0
0.14500000000000005 -1.946365580324584e-09 -1.7866715196018873e-07 0.0
0.15000000000000005 -1.9343415972835863e-09 -2.3079804694791503e-07 0.0
0.15500000000000005 -1.6507629728879135e-09 -3.0207509093663383e-07 0.0
0.16000000000000006 -1.039183908366866e-09 -3.961482430703759e-07 0.0
0.16500000000000006 -7.585958984254483e-11 -5.165390554678521e-07 0.0
0.17000000000000007 1.2565226703144077e-09 -6.671552297012798e-07 0.0
0.17500000000000007 2.983088355355839e-09 -8.526424702534833e-07 0.0
0.18000000000000008 5.1263809111060864e-09 -1.0783557928416713e-06 0.0
0.18500000000000008 7.696254265605628e-09 -1.3502050089399632e-06 0.0
0.19000000000000009 1.0670807966120073e-08 -1.6742604637150665e-06 0.0
0.1950000000000001 1.4013298588283885e-08 -2.057255679566066e-06 0.0
0.2000000000000001 1.7806737019963432e-08 -2.508982502642863e-06 0.0
0.2050000000000001 2.237085445718845e-08 -3.043620146171338e-06 0.0
0.2100000000000001 2.814486060230043e-08 -3.6770472678539944e-06 0.0
0.2150000000000001 3.5444006185092804e-08 -4.422075549254397e-06 0.0
0.2200000000000001 4.4344670005687295e-08 -5.285948944994353e-06 0.0
0.22500000000000012 5.475215554872401e-08 -6.271719006296377e-06 0.0
0.23000000000000012 6.655297922872292e-08 -7.381131242983165e-06 0.0
0.23500000000000013 7.967954037764364e-08 -8.616011004773575e-06 0.0
0.24000000000000013 9.409340233095872e-08 -9.978080540137629e-06 0.0
0.24500000000000013 1.0982817854061702e-07 -1.1469405176647364e-05 0.0
0.2500000000000001 1.2706613628537585e-07 -1.3092794027073326e-05 0.0
0.2550000000000001 1.4610354110831473e-07 -1.4850314754538387e-05 0.0
0.2600000000000001 1.6712969297706723e-07 -1.673777433690993e-05 0.0
0.2650000000000001 1.900390216120778e-07 -1.8740170503279566e-05 0.0
0.27000000000000013 2.1442699457943104e-07 -2.0831509867801863e-05 0.0
0.27500000000000013 2.3969316421344117e-07 -2.297684912182587e-05 0.0
0.28000000000000014 2.6513356050908135e-07 -2.5134666120843946e-05 0.0
0.28500000000000014 2.900816638827988e-07 -2.7261993597833257e-05 0.0
0.29000000000000015 3.139510954659084e-07 -2.9313521893054714e-05 0.0
0.29500000000000015 3.3646335568036495e-07 -3.124375638929415e-05 0.0
0.30000000000000016 3.576370865954824e-07 -3.3007588656988454e-05 0.0
0.30500000000000016 3.7733099672195627e-07 -3.4551670842852854e-05 0.0
0.31000000000000016 3.948850459593187e-07 -3.580594702880121e-05 0.0
0.31500000000000017 4.092580671282285e-07 -3.668540433750418e-05 0.0
0.3200000000000002 4.1923000427757173e-07 -3.709845285110228e-05 0.0
0.3250000000000002 4.235521448232585e-07 -3.695459692658648e-05 0.0
0.3300000000000002 4.2121139898041384e-07 -3.616778174832019e-05 0.0
0.3350000000000002 4.1162321071580655e-07 -3.465292911361576e-05 0.0
0.3400000000000002 3.941721844015271e-07 -3.231976937177654e-05 0.0
0.3450000000000002 3.677150919606459e-07 -2.9071158423181593e-05 0.0
0.3500000000000002 3.3077057243436405e-07 -2.481065900544969e-05 0.0
0.3550000000000002 2.814231536092466e-07 -1.9459510637880773e-05 0.0
